subject,run,mean_FD,max_relative_motion,num_movements,func_overlap_with_90,func_snr,func_snr_cor_grp_snr
1780174,1,0.0961434505682,1.77302508797,1,2526,259304.385635,
1780174,2,0.176893256818,0.661748450063,0,1730,72647.5932171,
1283494,1,0.0911624738636,0.221835559726,0,300,120316.089529,
0010125,1,0.114499471023,0.572937785705,0,3820,120772.309228,
0010125,2,0.0674560579545,0.478699731016,0,3242,,
0010119,1,1.0974849642,178.7433211,57,6684,57052.4977783,
1099481,1,0.163873272727,0.505382602118,0,397,122603.558313,
1099481,2,0.251489246023,1.33581163904,11,397,121208.143431,
0010099,1,0.161292531818,0.623156847616,0,679,129628.185507,
0010099,2,0.106439713636,0.44499336481,0,680,129395.680964,
0010070,1,0.136476984659,0.624249603446,0,1594,82190.3184503,
0010070,2,0.0968270278409,0.714026423373,0,1377,158793.956371,
0010048,1,0.111650251136,1.055697862,1,714,253891.708057,
0010048,2,0.224962536364,0.885842138231,0,757,103821.584005,
0010054,1,0.0921483318182,0.640998963748,0,1085,86571.7991563,
0010054,2,0.194602447159,0.675306907482,0,827,105923.635505,
0010115,2,0.0826685534091,0.482191312042,0,1054,154493.363119,
0010115,1,0.0725633852273,0.329455062437,0,1147,124832.017828,
0010088,2,0.0963311642045,0.555696229471,0,2724,246405.070637,
0010088,1,0.125872056818,1.65092116719,18,2577,234303.32219,
2773205,1,0.242215453409,1.28440265082,2,1904,76860.0585543,
0010065,2,0.107008288636,0.522637145707,0,941,178756.719011,
0010065,1,0.0776502085227,0.235313029537,0,829,182273.904343,
0010092,2,0.690645214773,4.2189756261,50,944,73086.8876354,
0010092,1,0.325930596023,4.71449073892,11,966,88618.139611,
0010077,1,0.938450202841,8.49810781842,56,750,93385.8206598,
0010077,2,1.46244374432,13.5482131776,154,822,1020054.78022,
0010083,2,0.253208039205,1.38075349656,8,1351,109309.153317,
0010083,1,0.148054250568,0.782475821958,0,1277,73328.3188459,
0010096,1,0.494156805114,2.42771120861,21,963,62851.0254864,
0010096,2,0.292278576705,1.67007975893,2,947,83107.0062139,
0010116,1,0.0581501710227,1.17724670311,2,1292,91145.9618288,
0010116,2,0.0357369176136,0.168831259753,0,1074,107869.336786,
1740607,2,0.0753684045455,0.26068701466,0,560,94353.652915,
1740607,1,0.0750218403409,0.165867610037,0,521,106440.027349,
0010079,1,0.0733348948864,0.258141172048,0,3231,142968.949671,
0010079,2,0.0782006573864,0.262092966984,0,2925,104143.062206,
0010067,1,1.31962195966,14.3498860447,76,263,0.0,0.0
0010067,2,0.531613603977,2.05356875753,15,255,0.0,0.0
2497695,1,0.0510406789773,0.12594665288,0,421,147323.929621,
2497695,2,0.0697923971591,0.348009066872,0,421,67039.641657,
0010080,2,0.0586725028409,0.130654445228,0,2533,100417.010363,
0010080,1,0.08021906875,0.492519447135,0,2833,118691.834398,
1934623,2,0.06100266875,0.167244070711,0,611,224312.75355,
1934623,1,0.0558398301136,0.26661336159,0,580,116419.690758,
0010101,1,0.311922595455,0.318162470735,0,520,97178.0746787,
0010101,2,0.191288397159,0.264824888481,0,607,85685.3494133,
0010112,2,0.05571119375,0.183905353266,0,1120,131188.117885,
0010112,1,0.0512939107955,0.112453840129,0,1214,151134.194059,
0010050,2,0.269624455114,1.6705582959,36,1382,126269.361419,
0010050,1,0.143067147727,1.01128522901,1,1356,106872.533229,
0010107,2,0.0573841619318,0.274340081395,0,1690,113169.887923,
0010107,1,0.0701943590909,0.611590289213,0,1576,89304.7468421,
0010076,2,0.123316170455,0.594722801123,0,391,88901.2493919,
0010076,1,0.0842685375,0.46890711,0,341,186563.002516,
0010091,1,0.1896516125,0.999862424229,0,913,132181.48308,
0010091,2,0.247396386932,0.860089065155,0,829,86885.4443305,
1359325,1,0.139820302841,0.633489802139,0,1007,137820.256754,
1359325,2,0.140600251705,1.58397288496,11,1161,73952.2132435,
0010052,2,0.105470011364,0.695547631844,0,497,92118.9461711,
0010052,1,0.0749315375,0.170776143427,0,512,93795.9407032,
0010097,2,0.0556794056818,0.103409359492,0,1604,203010.583485,
0010097,1,0.0753452545455,0.201403345593,0,1819,154311.218254,
3174224,1,0.111098989773,0.660134893659,0,369,155555.305011,
1918630,1,0.120769291477,0.752440482048,0,726,102400.401622,
1918630,2,0.333445445455,2.60107523904,10,626,80759.5373548,
2741068,1,0.129988357386,0.276146936627,0,9939,194045.883435,
2741068,2,0.375354072727,1.02817514207,2,4969,73512.6863722,
1208795,2,0.0945434670455,0.316057204208,0,1400,88081.0352274,
1208795,1,0.0732444715909,0.322153128236,0,1129,185952.196458,
2107638,1,0.200452905114,1.30475543802,2,498,103905.591791,
2107638,2,0.304075963636,1.97888774124,5,784,71620.4955022,
1854959,1,0.146644043182,0.268302523126,0,452,99330.1429261,
1854959,2,0.287547819318,1.27370571084,4,423,118326.974837,
0010093,2,0.0784996568182,0.305311161354,0,2496,101824.530468,
0010093,1,0.073305175,0.183486359698,0,2343,108692.448478,
1127915,1,0.0814302914773,0.362875892345,0,361,126093.869942,
1127915,2,0.0750558727273,0.263603317158,0,382,81906.1508274,
2735617,1,0.202935034659,0.771179112943,0,890,80039.0095798,
2735617,2,0.392942621023,4.21830139309,19,924,769090.963352,
0010124,1,0.104241341477,0.42189416221,0,1576,122904.133263,
0010124,2,0.0955889664773,0.330035738654,0,1629,104291.701749,
1000804,1,0.128408726705,0.590271535929,0,11462,98116.0290999,
1000804,2,0.660388515341,4.51756998695,12,11712,64531.1299366,
2991307,1,0.0540544880682,0.206336097547,0,566,163289.588934,
2991307,2,0.127947605114,0.705972723365,0,541,76623.2287771,
0010108,2,0.153546091477,0.993201297583,0,1976,149780.158852,
0010108,1,0.0615239073864,0.296180725104,0,2048,159022.657027,
2306976,2,0.0750800352273,0.382654473395,0,1101,88448.9069793,
2306976,1,0.0643094681818,0.186597208615,0,2858,132612.788952,
1992284,1,0.110652579545,0.359803046777,0,585,97259.7918174,
1992284,2,0.0754109039773,0.227938261462,0,572,83319.4950337,
0010104,1,0.0694333732955,0.433536507868,0,399,85736.2115553,
0010104,2,0.185186232955,0.497745185813,0,513,76755.021462,
3243657,2,0.105378521023,0.366006008859,0,850,150386.570803,
3243657,1,0.136648361932,1.85962497046,5,1084,97713.8333149,
0010100,2,0.0734822357955,0.278087857322,0,1348,108535.298014,
0010100,1,0.0514106693182,0.361290850982,0,1308,140821.848255,
0010087,2,0.0640142471591,0.158547961454,0,2187,109565.183649,
0010087,1,0.0581997931818,0.130405001776,0,2140,96448.6160195,
1700637,1,0.104694791477,0.777839122939,0,1043,0.0,0.0
1700637,2,0.164837021591,1.03526793864,1,1394,0.0,0.0
2230510,2,0.161475007386,0.59231040941,0,361,96959.8531052,
2230510,1,0.230158097727,1.61140527497,6,335,74400.1232777,
2950672,2,0.763366513636,5.81693717247,68,321,72624.8974792,
2950672,1,0.116394199432,0.754802364937,0,276,120014.351047,
2260910,1,0.193836209091,0.601624995121,0,439,82605.7969057,
2260910,2,0.196814170455,0.426209291278,0,595,118339.268324,
0010118,2,0.123005152841,0.452770342274,0,711,126797.177044,
0010118,1,0.106647943182,0.431026811387,0,691,111205.560758,
0010123,2,0.176768738068,1.19503721466,15,953,125230.987067,
0010123,1,0.1240815125,1.02952155299,5,936,200271.76369,
2136051,1,0.142275844318,0.664943720948,0,933,83207.0762338,
2136051,2,0.606240102273,2.56502408192,14,1011,77539.119238,
0010090,1,0.330206509091,1.36272339982,4,515,133977.966958,
0010090,2,0.111698727273,1.22325741732,1,539,248500.973594,
1435954,1,0.168674991477,0.440078991565,0,858,100906.173567,
1435954,2,0.17711664375,0.717553049457,0,928,84983.3155705,
0010129,1,0.0876993335227,0.26559657016,0,862,121295.056211,
0010129,2,0.0860788420455,0.33416813158,0,1032,74377.0967604,
3433846,2,0.262264220455,3.11354803199,44,765,138159.309593,
3433846,1,0.30982175,1.05607777844,1,660,112909.878819,
1187766,1,0.157311072159,0.647308370482,0,1448,103183.928693,
1187766,2,0.934215910795,3.88953435355,37,1268,71087.1317938,
0010089,1,0.0857675454545,0.303454275048,0,598,132002.501421,
0010089,2,0.0810656102273,0.258721411326,0,709,273087.351093,
0010113,1,0.121702404545,0.287918765099,0,599,84252.2380335,
0010113,2,0.130811519886,0.200707112577,0,570,79872.5954937,
3349205,1,0.250783311932,0.889618721838,0,781,71654.0614094,
3349205,2,0.777293146591,5.23643823041,43,665,85291.7329499,
0010120,1,0.0581526721591,0.234008750521,0,2552,107096.556231,
0010120,2,0.0465006613636,0.128957309129,0,2898,103216.866893,
1497055,2,0.178296651136,1.33501676768,1,313,0.0,0.0
1497055,1,0.146941665341,0.338282777399,0,411,0.0,0.0
2030383,1,0.150053848295,0.552095999294,0,359,142985.363406,
2030383,2,0.340041120455,2.60187144929,45,364,108621.921728,
0010094,1,0.167776214205,0.438413239126,0,2277,106167.177937,
0010094,2,0.109916380682,0.736878183967,0,2510,110133.723119,
0010114,1,0.0980801454545,0.826707278385,0,1541,246977.738537,
0010114,2,0.105086754545,0.600858588519,0,1672,120848.055968,
1737393,1,0.0772608414773,0.439202772071,0,1477,110004.450255,
1737393,2,0.106621496023,0.561353286265,0,1862,376353.96164,
0010095,2,0.613195177273,3.5001326418,35,1146,130244.849181,
0010095,1,0.209505602273,2.74789561141,2,1310,246735.897675,
2907383,1,0.553949094886,3.90144026601,86,809,81462.8870343,
2907383,2,0.405831657955,4.11260734867,25,862,106631.022523,
1511464,1,0.16544286875,0.425482338059,0,262,102122.664063,
1511464,2,0.118159876705,0.476096477039,0,2105,68352.4900393,
0010084,1,0.0955413482955,0.326115618171,0,10373,187750.054045,
0010084,2,0.252010984659,0.475100471736,0,5040,102016.019676,
0010110,2,0.142173828409,0.909827777995,0,1006,188924.683007,
0010110,1,0.178021402841,0.894181196988,0,1076,95065.4930016,
0010102,1,0.321766370455,3.29587861633,92,832,96041.5847061,
0010102,2,0.278244997727,2.6628156492,6,1040,142499.62333,
2983819,2,0.138365764205,0.431423047316,0,922,90702.4729408,
2983819,1,0.187095348864,0.894715748345,0,717,71228.0714608,
2054438,2,0.300019361932,2.52147815441,6,666,76388.7189374,
2054438,1,0.0875209704545,0.675108938872,0,372,103130.344096,
1320247,1,0.0800961232955,0.20005686062,0,2583,87849.8032038,
1320247,2,0.0597638784091,0.197903847401,0,2440,161687.713246,
2730704,1,0.137695372159,1.24052391392,20,1231,205935.02867,
2730704,2,0.194031539205,1.06330275553,1,1085,133665.145993,
0010117,2,0.221214048864,1.85641605906,3,330,115058.326216,
0010117,1,0.326352932955,3.52382217424,7,332,77704.2200111,
3518345,2,0.943701146591,4.14902855623,82,512,159912.438827,
3518345,1,0.299094123864,1.50337383693,1,479,80072.9098653,
0010122,1,0.0788045130682,0.180902687597,0,1385,103069.178614,
0010122,2,0.117313627841,0.494917776788,0,964,155628.651403,
1471736,1,0.201684205682,2.17652328604,5,1034,405012.32451,
1471736,2,0.163963736364,1.33070939396,29,622,77448.4400503,
3601861,2,0.393864598864,5.94759470951,6,1934,54001.0569933,
3601861,1,0.0851694545455,0.336928084537,0,749,190325.701637,
2570769,2,0.125553078409,1.47470417927,15,227,148624.081378,
2570769,1,0.0851173676136,0.46306813207,0,375,160241.615091,
0010121,2,0.0671007176136,0.460065328253,0,952,237302.103156,
0010121,1,0.0725693329545,0.565355508064,0,1055,201283.748329,
2996531,2,0.182534263068,1.14558588622,14,542,72591.3007434,
2996531,1,0.165280365341,0.672531537136,0,446,142344.932988,
3349423,2,0.0509143727273,0.141241602547,0,536,92417.7959183,
3349423,1,0.0620249596591,0.259048151936,0,590,66467.2302995,
1567356,1,0.116599935795,0.375499627698,0,3607,157128.35643,
1567356,2,0.0871367823864,0.438282466237,0,3334,142084.095113,
9907452,1,0.0859028835227,0.226332534964,0,1180,212198.474522,
9907452,2,0.118814959659,0.378859617618,0,863,87172.1219201,
3653737,2,0.994530307955,4.76588138213,52,343,140786.845387,
3653737,1,0.185896835795,0.479446786713,0,387,73887.4640605,
3650634,1,0.0568318721591,0.280517188702,0,2819,94077.9892666,
3650634,2,0.0512435779545,0.290093295338,0,2760,144815.740527,
1884448,1,0.111464595455,0.584424154566,0,5953,71418.0954405,
1884448,2,0.115587211932,0.476360268759,0,5970,585022.78116,
3441455,2,0.103343621023,0.311237832838,0,619,151131.247813,
3441455,1,0.116316303409,0.395563430936,0,611,175618.755583,
3542588,2,0.116603523295,0.718491010032,0,247,89526.8391432,
3542588,1,0.1964869125,2.08594021146,32,274,93779.7752654,
2821683,2,0.45536408125,2.5233230063,48,1651,76802.2096195,
2821683,1,0.123827828977,0.678022600319,0,1526,88392.3594328,
1023964,1,0.141714963636,1.02457548544,1,983,92926.4961866,
1023964,2,15.0942544886,23.7252874687,175,100,164432.506364,
3011311,1,0.078521775,0.294795070377,0,875,101396.594486,
3011311,2,0.0864791238636,0.161872438559,0,802,86987.7142112,
3235580,2,0.471236135227,2.57317485861,14,1156,53218.41529,
3235580,1,0.138013345455,0.316115869877,0,1048,100383.519361,
2682736,1,0.135965554545,0.573705046714,0,940,120325.459654,
2682736,2,0.250993813636,1.62756763912,20,980,95294.9803756,
3457975,2,0.154112073295,0.443253191538,0,1396,77351.5074414,
3457975,1,0.0615812329545,0.249905333004,0,1304,95051.085088,
2854839,2,0.0746551176136,0.121777761023,0,545,90545.806064,
2854839,1,0.116155598295,0.179660562014,0,761,80520.0392336,
3163200,1,0.0869394193182,0.234182241027,0,1125,127961.010096,
3163200,2,0.158903408523,3.35005869361,175,1376,166427.397286,
